ticker,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IBHC,iShares iBonds 2023 Term High Yield and Income ETF,Bond,"$12,486,480.00 ",0.28%,"3,014",$25.04 ,-0.04%,No,No,0.34%,1.85%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,482,970.00 ","$2,482,970.00 ","$2,482,970.00 ",High Yield Bonds,5/7/2019,0.35%,N/A,$0.92 ,12/19/2019,$0.12 ,3.69%,0,0.43,186,19.15%,39%,20%,1099,$24.52 ,$25.14 ,N/A,N/A,74.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.62,0.00%,4.88%,389.87,2.55%,1.93%
USI,Principal Ultra-Short Active Income ETF,Bond,"$12,485,852.00 ",0.06%,"3,066",$24.97 ,0.04%,No,No,0.06%,0.15%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,503,875.50 ","$2,503,875.50 ","$2,503,875.50 ",Total Bond Market,4/24/2019,0.18%,N/A,$0.50 ,12/27/2019,$0.06 ,2.02%,0,-0.12,48,37.99%,39%,20%,1099,$24.92 ,$24.97 ,$24.96 ,$24.98 ,68.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.06,44.72%,39.84%,539.88,9.72%,4.60%
KDFI,KFA Dynamic Fixed Income ETF,Bond,"$12,475,568.00 ",0.58%,N/A,$25.05 ,0.08%,No,No,0.36%,N/A,N/A,N/A,N/A,"$3,742,479.00 ","$3,742,479.00 ","$9,998,794.00 ","$9,998,794.00 ","$9,998,794.00 ","$9,998,794.00 ",Government Bonds,12/9/2019,0.46%,N/A,$0.01 ,12/27/2019,$0.01 ,0.04%,0,0,9,100.00%,39%,20%,1099,N/A,N/A,$24.92 ,$25.24 ,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IBHA,iShares iBonds 2021 Term High Yield and Income ETF,Bond,"$12,473,843.00 ",0.24%,"6,077",$25.01 ,0.12%,No,No,0.48%,0.90%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,485,963.00 ","$2,485,963.00 ","$2,485,963.00 ",High Yield Bonds,5/7/2019,0.35%,N/A,$0.77 ,12/19/2019,$0.09 ,3.08%,0,0.36,114,24.47%,39%,20%,1099,$24.76 ,$25.02 ,$24.99 ,$25.04 ,68.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.52,0.00%,12.49%,255.23,7.33%,2.27%
FLIY,Franklin FTSE Italy ETF,Equity,"$12,437,626.00 ",0.00%,439,$24.85 ,-1.35%,No,No,-0.26%,2.82%,28.09%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,118,853.00 ","$8,669,746.50 ","$8,669,746.50 ",Europe Equities,11/2/2017,0.09%,N/A,$0.89 ,12/11/2019,$0.22 ,3.57%,13.03,0.97,41,65.68%,39%,20%,1099,$23.91 ,$25.35 ,$24.82 ,$24.90 ,57.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.72,92.56%,99.11%,332.98,17.80%,2.45%
VEGN,US Vegan Climate ETF,Equity,"$12,318,435.00 ",0.50%,"5,119",$27.42 ,-0.54%,No,No,0.09%,3.38%,N/A,N/A,N/A,"$689,297.50 ","$689,297.50 ","$689,297.50 ","$7,659,182.50 ","$7,659,182.50 ","$7,659,182.50 ",Large Cap Growth Equities,9/9/2019,0.60%,N/A,$0.08 ,12/18/2019,$0.08 ,0.29%,20.42,1.09,268,34.95%,39%,20%,1099,$26.20 ,$27.81 ,$27.32 ,$27.54 ,67.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.45,0.00%,48.63%,54.8,0.78%,3.19%
OBOR,KraneShares MSCI One Belt One Road ETF,Equity,"$12,309,130.00 ",0.69%,"7,205",$24.36 ,-1.34%,No,No,1.41%,5.99%,19.59%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($9,464,067.00)","$13,364,082.00 ","$13,364,082.00 ",Emerging Markets Equities,9/7/2017,0.79%,N/A,$1.05 ,12/27/2019,$1.05 ,4.26%,10.23,0.67,102,36.53%,39%,20%,1099,$22.73 ,$24.65 ,$24.32 ,$24.44 ,67.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.81,4.76%,1.81%,1161.94,3.87%,4.41%
DIVB,iShares U.S. Dividend and Buyback ETF,Equity,"$12,272,116.00 ",0.31%,"3,614",$30.80 ,-0.45%,No,No,-0.23%,3.02%,34.99%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$3,024,464.00 ","$8,417,404.00 ","$8,417,404.00 ",Large Cap Blend Equities,11/7/2017,0.25%,N/A,$0.64 ,12/16/2019,$0.17 ,2.05%,17.69,1.03,364,25.07%,39%,20%,1099,$29.64 ,$31.20 ,$30.68 ,$30.88 ,66.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.23,30.18%,43.47%,128.1,6.33%,6.44%
KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,Bond,"$12,250,895.00 ",0.27%,194,$40.91 ,0.07%,No,No,0.25%,1.40%,9.22%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,985,186.50 ","$1,985,186.50 ",High Yield Bonds,6/28/2018,0.69%,N/A,$1.98 ,12/27/2019,$0.19 ,4.87%,0,0.03,43,32.95%,39%,20%,1099,$40.20 ,$40.97 ,$40.88 ,$40.97 ,68.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3,14.88%,3.50%,677,0.00%,4.20%
OVS,Overlay Shares Small Cap Equity ETF,Equity,"$12,237,300.00 ",0.01%,0,$27.23 ,0.11%,No,No,0.33%,2.42%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$1,349,910.00 ","$8,997,047.00 ","$8,997,047.00 ","$8,997,047.00 ",Small Cap Growth Equities,9/30/2019,0.82%,N/A,$0.09 ,12/27/2019,$0.09 ,0.33%,17.06,1.55,2,100.00%,39%,20%,1099,$26.33 ,$27.62 ,$27.16 ,$27.26 ,64.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPUU,Direxion Daily S&P 500 Bull 2x Shares,Equity,"$12,209,053.00 ",0.57%,"9,141",$66.77 ,-1.23%,No,2x,-0.14%,5.92%,73.58%,93.19%,107.90%,$0.00 ,$0.00 ,$0.00 ,"($2,263,840.50)","$10,147,688.00 ","($12,385,372.22)",Leveraged Equities,5/28/2014,0.64%,N/A,$1.62 ,12/23/2019,$0.48 ,2.39%,21.92,2.05,2,100.00%,35%,15%,1099,$61.61 ,$68.35 ,$66.50 ,$67.07 ,67.12,A-,B-,A,B,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RWED,Direxion MSCI Emerging Over Developed Markets ETF,Equity,"$12,100,712.00 ",0.28%,"1,270",$53.76 ,-2.02%,No,No,0.05%,8.64%,N/A,N/A,N/A,$0.00 ,$0.00 ,"($2,518,643.00)","($2,518,643.00)","($2,518,643.00)","($2,518,643.00)",Foreign Large Cap Equities,1/16/2019,0.58%,N/A,$1.55 ,12/23/2019,$1.13 ,2.81%,13.26,2.22,2,100.00%,39%,20%,1099,$48.80 ,$55.50 ,$53.76 ,$53.76 ,64.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKD,MicroSectors U.S. Big Banks Index -3x Inverse Leveraged ETN,Equity,"$12,048,836.00 ",0.69%,363,$24.05 ,3.75%,Yes,3x,1.80%,-5.74%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Leveraged Equities,4/2/2019,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,-5.58,10,109.80%,39%,20%,1099,$22.48 ,$26.24 ,$23.94 ,$24.27 ,39.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EPV,ProShares UltraShort Europe,Equity,"$12,016,007.00 ",0.30%,"6,008",$25.96 ,2.20%,Yes,2x,0.70%,-6.80%,-37.64%,-48.98%,-59.00%,$0.00 ,$0.00 ,$0.00 ,"($799,241.75)","($14,809,552.50)","$5,173,446.08 ",Leveraged Equities,6/16/2009,0.95%,N/A,$0.36 ,12/24/2019,$0.06 ,1.42%,0,-1.65,356,19.35%,35%,15%,1099,$24.97 ,$28.37 ,$25.74 ,$26.19 ,36.03,B,B,C+,A,A-,N/A,N/A,6.7,75.47%,81.14%,0,0.00%,0.00%
ACT,AdvisorShares Vice ETF,Equity,"$11,920,501.00 ",-0.16%,"2,088",$25.03 ,-0.44%,No,No,-0.30%,2.77%,21.03%,N/A,N/A,$0.00 ,$0.00 ,"($634,348.75)","($1,219,481.00)","$8,644,641.25 ","$8,644,641.25 ",All Cap Equities,12/12/2017,0.99%,N/A,$0.62 ,12/27/2019,$0.62 ,2.46%,21.11,0.89,31,49.73%,39%,20%,1099,$23.92 ,$25.44 ,$24.81 ,$25.15 ,66.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.84,0.00%,59.56%,47.86,63.47%,5.40%
GFIN,Goldman Sachs Motif Finance Reimagined ETF,Equity,"$11,907,367.00 ",0.69%,"1,059",$59.56 ,-0.58%,No,No,0.51%,2.77%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$5,454,877.00 ","$5,454,877.00 ","$5,454,877.00 ",Global Equities,3/1/2019,0.50%,N/A,$0.43 ,12/24/2019,$0.24 ,0.72%,24.75,1.17,120,25.59%,39%,20%,1099,$57.17 ,$59.97 ,$59.54 ,$59.57 ,64.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.62,43.05%,28.73%,11.34,2.01%,0.68%
USAI,American Energy Independence ETF,Equity,"$11,726,150.00 ",0.35%,"3,708",$23.47 ,0.64%,No,No,0.27%,9.30%,18.35%,N/A,N/A,$0.00 ,$0.00 ,"($7,130.00)","$2,061,720.00 ","$9,811,865.00 ","$9,811,865.00 ",Energy Equities,12/13/2017,0.75%,N/A,$1.52 ,12/24/2019,$0.40 ,6.50%,15.53,1.01,36,59.84%,39%,20%,1099,$21.38 ,$24.09 ,$23.36 ,$23.52 ,64.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.24,39.33%,22.03%,1406.96,7.60%,0.25%
MEXX,Direxion Daily MSCI Mexico Bull 3X Shares,Equity,"$11,506,621.00 ",5.32%,"62,764",$12.08 ,-2.74%,No,3x,-0.49%,23.62%,22.35%,N/A,N/A,$0.00 ,"($2,357,213.00)","($7,680,361.00)","($6,801,833.50)","$10,623,564.50 ","$10,623,564.50 ",Leveraged Equities,5/3/2017,1.27%,N/A,$0.23 ,12/23/2019,$0.04 ,1.86%,13.11,2.13,2,100.00%,39%,20%,1099,$9.81 ,$13.18 ,N/A,N/A,57.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SLIM,The Obesity ETF,Equity,"$11,452,347.00 ",0.17%,"1,712",$38.51 ,-0.08%,No,No,-0.28%,1.29%,22.07%,74.39%,N/A,$0.00 ,$0.00 ,$0.00 ,"($73,641.00)","$7,215,965.00 ","$7,215,989.67 ",Health & Biotech Equities,6/8/2016,0.35%,N/A,$0.22 ,12/19/2019,$0.01 ,0.57%,39.01,0.81,41,73.19%,39%,20%,1099,$37.39 ,$38.84 ,$38.26 ,$38.64 ,62.34,N/A,N/A,B,N/A,N/A,N/A,N/A,6.77,93.44%,82.33%,21.42,0.00%,46.80%
FLMI,Franklin Liberty Intermediate Municipal Opportunities ETF,Bond,"$11,451,871.00 ",0.45%,"4,052",$25.49 ,0.31%,No,No,0.24%,0.49%,6.57%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$3,805,761.50 ","$3,805,761.50 ","$3,805,761.50 ",National Munis,8/31/2017,0.30%,N/A,$0.69 ,11/29/2019,$0.04 ,2.73%,0,-0.02,100,13.73%,39%,20%,1099,$25.36 ,$25.46 ,$25.49 ,$25.49 ,56.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RYLD,Global X Russell 2000 Covered Call ETF,Multi-Asset,"$11,433,565.00 ",-0.18%,"5,206",$25.46 ,-0.08%,No,No,-0.09%,0.44%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$1,278,785.50 ","$8,838,474.00 ","$8,838,474.00 ","$8,838,474.00 ",Hedge Fund,4/17/2019,0.60%,N/A,$1.64 ,12/30/2019,$0.17 ,6.44%,28.3,0.82,2,100.00%,39%,20%,1099,$25.29 ,$25.58 ,$25.24 ,$25.60 ,60.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASET,FlexShares Real Assets Allocation Index Fund,Multi-Asset,"$11,400,136.00 ",-0.33%,729,$30.43 ,-0.16%,No,No,-0.20%,1.54%,24.00%,29.62%,N/A,$0.00 ,$0.00 ,$0.00 ,"($4,120,346.50)","$9,081,946.50 ","$7,966,651.50 ",Diversified Portfolio,11/23/2015,0.57%,N/A,$0.94 ,12/27/2019,$0.41 ,3.08%,24.09,0.66,4,100.00%,39%,20%,1099,$29.47 ,$30.60 ,$30.42 ,$30.43 ,61.71,N/A,B-,A-,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A
IQSI,IQ Candriam ESG International Equity ETF,Equity,"$11,377,070.00 ",-0.24%,N/A,$25.20 ,-1.18%,No,No,-0.52%,N/A,N/A,N/A,N/A,$0.00 ,$0.00 ,"$1,256,991.00 ","$1,256,991.00 ","$1,256,991.00 ","$1,256,991.00 ",Foreign Large Cap Equities,12/17/2019,0.15%,N/A,$0.02 ,12/30/2019,$0.02 ,0.06%,0,0,553,15.52%,39%,20%,1099,N/A,N/A,$25.20 ,$25.20 ,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DWCR,Arrow DWA Country Rotation ETF,Equity,"$11,286,038.00 ",0.79%,"8,210",$28.26 ,0.78%,No,No,0.79%,4.98%,16.71%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($5,335,368.50)","$9,961,747.00 ","$9,961,747.00 ",Foreign Large Cap Equities,12/29/2017,0.95%,N/A,$0.55 ,12/26/2019,$0.26 ,1.92%,16.73,0.78,81,31.64%,39%,20%,1099,$25.90 ,$27.98 ,$28.21 ,$28.28 ,66.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,28.57%,44.95%,513.77,2.86%,7.19%
PBTP,Invesco PureBetaSM 0-5 Yr US TIPS ETF,Bond,"$11,272,381.00 ",0.30%,"3,048",$25.07 ,0.20%,No,No,0.42%,0.74%,4.69%,N/A,N/A,$0.00 ,$0.00 ,"$2,494,773.50 ","$8,674,688.00 ","$8,674,688.00 ","$8,674,688.00 ",Inflation-Protected Bonds,9/22/2017,0.07%,N/A,$0.61 ,12/23/2019,$0.12 ,2.42%,0,0.01,16,71.47%,39%,20%,1099,$24.84 ,$25.03 ,$25.05 ,$25.07 ,78.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,96.00%,81.14%,0,0.00%,0.00%
PQLC,PGIM QMA Strategic Alpha Large-Cap Core ETF,Equity,"$11,264,280.00 ",-0.26%,0,$56.36 ,-0.51%,No,No,-0.34%,1.87%,30.69%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,509,170.00)","($73,265.00)","($73,265.00)",Large Cap Blend Equities,10/17/2018,0.17%,N/A,$1.05 ,12/27/2019,$0.11 ,1.86%,25.1,0.73,286,4.61%,39%,20%,1099,$54.86 ,$57.08 ,$56.36 ,$56.36 ,63.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.79,67.87%,58.08%,264.2,8.76%,5.59%
SQLV,Legg Mason Small-Cap Quality Value ETF,Equity,"$11,151,545.00 ",0.18%,"1,595",$27.99 ,0.07%,No,No,0.12%,3.94%,17.02%,N/A,N/A,$0.00 ,$0.00 ,"($1,406,128.50)","$3,877,534.00 ","$9,642,493.50 ","$9,642,493.50 ",Small Cap Blend Equities,7/12/2017,0.62%,N/A,$0.60 ,12/16/2019,$0.11 ,2.13%,11.09,1.2,225,7.47%,39%,20%,1099,$26.63 ,$28.52 ,$27.83 ,$28.09 ,64.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.33,10.33%,10.36%,144.05,2.88%,6.06%
GASX,Direxion Daily Natural Gas Related Bear 3X Shares,Equity,"$11,000,023.00 ",-3.09%,"62,123",$40.14 ,-6.48%,Yes,3x,-7.34%,-39.60%,-15.47%,77.14%,N/A,$0.00 ,$0.00 ,"$10,245,880.00 ","$6,621,444.50 ","$2,916,189.50 ","$14,369,765.08 ",Leveraged Equities,12/3/2015,1.09%,N/A,$0.36 ,12/23/2019,$0.04 ,0.84%,0,-4.63,33,43.91%,39%,20%,1099,$30.74 ,$70.15 ,$38.59 ,$41.60 ,36.95,C+,A-,A-,C+,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LGOV,First Trust Long Duration Opportunities ETF,Bond,"$10,990,541.00 ",1.00%,"5,147",$27.37 ,0.81%,No,No,0.59%,-0.73%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($17,516.50)","($17,516.50)","($17,516.50)",Mortgage Backed Securities,1/22/2019,0.65%,N/A,$0.61 ,12/13/2019,$0.08 ,2.22%,0,0.96,27,81.42%,39%,20%,1099,$26.89 ,$27.73 ,$27.34 ,$27.38 ,49.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UTSL,Direxion Daily Utilities Bull 3X Shares,Equity,"$10,937,014.00 ",-3.65%,"17,927",$43.76 ,0.34%,No,3x,-2.36%,4.72%,83.22%,N/A,N/A,$0.00 ,$0.00 ,"($2,236,179.00)","$4,517,661.00 ","$5,922,827.00 ","$5,922,827.00 ",Leveraged Equities,5/3/2017,1.07%,N/A,$2.27 ,12/23/2019,$0.24 ,5.22%,22.88,0.62,29,61.18%,39%,20%,1099,$40.46 ,$46.23 ,N/A,N/A,53.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.35,0.00%,90.30%,2777.53,55.81%,4.82%
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Equity,"$10,912,252.00 ",0.99%,"7,175",$16.22 ,-1.28%,No,No,1.44%,6.13%,N/A,N/A,N/A,$0.00 ,$0.00 ,"($2,530.00)","$8,719,525.00 ","$8,719,525.00 ","$8,719,525.00 ",Global Equities,6/4/2019,0.25%,N/A,$0.05 ,12/27/2019,$0.05 ,0.31%,14.53,1.86,26,51.76%,39%,20%,1099,$14.98 ,$16.41 ,N/A,N/A,64.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOUP,Innovator Loup Frontier Tech ETF,Equity,"$10,906,587.00 ",1.64%,"2,541",$27.20 ,-0.87%,No,No,0.80%,8.63%,40.03%,N/A,N/A,"($1,371,905.00)","($1,371,905.00)","($1,371,905.00)","($3,550,455.00)","$8,212,900.00 ","$8,212,900.00 ",Technology Equities,7/25/2018,0.70%,N/A,$0.00 ,N/A,N/A,0.00%,23.8,1.7,31,43.35%,39%,20%,1099,$24.54 ,$27.84 ,N/A,N/A,70.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.61,25.29%,28.57%,34.06,5.92%,6.90%
FLQH,Franklin LibertyQ International Equity Hedged ETF,Equity,"$10,860,818.00 ",0.27%,"2,123",$27.15 ,-0.73%,No,No,-0.89%,1.64%,24.61%,30.72%,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,596,506.00 ","($52,028.00)","($15,070,574.00)",Foreign Large Cap Equities,6/1/2016,0.40%,N/A,$0.44 ,12/11/2019,$0.24 ,1.61%,14.75,0.53,225,21.55%,39%,20%,1099,$26.48 ,$27.67 ,$27.11 ,$27.21 ,56.11,N/A,N/A,B+,N/A,N/A,N/A,N/A,7.39,79.73%,90.63%,178.11,14.20%,8.06%
PQSG,PGIM QMA Strategic Alpha Small-Cap Growth ETF,Equity,"$10,796,420.00 ",-0.75%,0,$53.99 ,-0.44%,No,No,-0.86%,2.11%,22.51%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,537,750.00)","($75,030.00)","($75,030.00)",Small Cap Growth Equities,11/13/2018,0.29%,N/A,$0.43 ,12/27/2019,$0.04 ,0.80%,28.8,0.92,571,4.56%,39%,20%,1099,$52.61 ,$55.29 ,$53.99 ,$53.99 ,61.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.36,11.40%,10.63%,81.26,2.37%,4.87%
TYO,Direxion Daily 7-10 Year Treasury Bear 3X,Bond,"$10,763,688.00 ",-3.17%,"4,222",$10.72 ,-1.92%,Yes,3x,-2.32%,-1.76%,-19.55%,-29.34%,-41.09%,$0.00 ,$0.00 ,"($556,757.00)","($3,777,760.50)","($13,236,541.50)","($26,689,631.50)",Leveraged Bonds,4/16/2009,1.07%,N/A,$0.19 ,12/23/2019,$0.01 ,1.78%,0,0.48,1,100.00%,35%,15%,1099,$10.75 ,$11.17 ,$10.63 ,$10.77 ,44.44,B,B+,B-,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FDEV,Fidelity Targeted International Factor ETF,Equity,"$10,730,533.00 ",0.22%,959,$26.80 ,-0.48%,No,No,-0.58%,1.95%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Foreign Large Cap Equities,2/26/2019,0.39%,N/A,$0.73 ,12/20/2019,$0.19 ,2.72%,15.84,0.9,203,12.31%,39%,20%,1099,$26.12 ,$27.09 ,$26.78 ,$26.83 ,61.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.44,81.62%,91.44%,214.34,13.12%,7.33%
MYY,ProShares Short Midcap 400,Equity,"$10,721,987.00 ",0.36%,"4,298",$39.87 ,0.35%,Yes,No,0.29%,-1.69%,-21.25%,-22.67%,-38.13%,$0.00 ,$0.00 ,$0.00 ,"($2,790,046.00)","($916,565.98)","($4,069,565.98)",Inverse Equities,6/21/2006,0.95%,N/A,$0.66 ,12/24/2019,$0.09 ,1.66%,0,-1.06,399,6.25%,35%,15%,1099,$39.31 ,$40.94 ,$39.74 ,$40.08 ,38.49,B+,B+,B-,B,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,Bond,"$10,615,778.00 ",-0.06%,"2,120",$26.61 ,-0.19%,No,No,0.09%,0.90%,12.94%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Emerging Markets Bonds,10/4/2018,0.29%,N/A,$1.43 ,12/23/2019,$0.20 ,5.38%,0,0.08,20,75.69%,39%,20%,1099,$26.37 ,$26.67 ,$26.60 ,$26.65 ,68.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.56,76.29%,13.00%,1134.45,0.00%,0.15%
RNEM,First Trust Emerging Markets Equity Select ETF,Equity,"$10,517,743.00 ",0.32%,"1,061",$52.76 ,-0.86%,No,No,0.27%,4.95%,13.61%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$5,152,916.00 ","$5,161,003.00 ","$5,161,003.00 ",Emerging Markets Equities,6/20/2017,0.75%,N/A,$1.50 ,12/13/2019,$0.10 ,2.83%,13.34,0.6,249,22.84%,39%,20%,1099,$49.79 ,$53.76 ,$52.56 ,$52.86 ,64.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.65,59.91%,29.28%,357.47,4.58%,5.42%
PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,Equity,"$10,505,043.00 ",N/A,285,$26.40 ,-0.90%,No,No,1.38%,1.38%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$8,087.00 ","$8,087.00 ","$8,087.00 ",Small Cap Growth Equities,7/23/2019,0.20%,N/A,$0.21 ,12/27/2019,$0.13 ,0.81%,15.67,0,616,5.88%,39%,20%,1099,$23.24 ,$26.78 ,$26.39 ,$26.42 ,61.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.34,64.42%,23.63%,240.3,4.55%,4.14%
TOKE,Cambria Cannabis ETF,Equity,"$10,492,181.00 ",-0.99%,"11,216",$15.07 ,-0.86%,No,No,2.45%,2.54%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$749,811.00 ","$11,941,707.50 ","$11,941,707.50 ","$11,941,707.50 ",Small Cap Blend Equities,7/25/2019,0.42%,N/A,N/A,N/A,N/A,N/A,0,-4.82,34,52.37%,39%,20%,1099,$14.49 ,$15.28 ,N/A,N/A,44.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,Bond,"$10,486,910.00 ",0.11%,776,$26.24 ,0.15%,No,No,0.23%,0.70%,10.81%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Emerging Markets Bonds,10/4/2018,0.29%,N/A,$1.33 ,12/23/2019,$0.20 ,5.08%,0,0.04,49,27.38%,39%,20%,1099,$26.00 ,$26.24 ,$26.20 ,$26.26 ,73.49,B-,B+,B-,C,A,C,C,3.07,43.77%,7.77%,1333.21,6.42%,1.44%
PQSV,PGIM QMA Strategic Alpha Small-Cap Value ETF,Equity,"$10,486,060.00 ",-0.87%,0,$52.45 ,-0.32%,No,No,-0.43%,2.01%,21.38%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,478,695.00)","($14,995.00)","($14,995.00)",Small Cap Value Equities,11/13/2018,0.29%,N/A,$1.49 ,12/27/2019,$0.75 ,2.83%,21.3,0.72,757,2.59%,39%,20%,1099,$50.97 ,$53.58 ,$52.45 ,$52.45 ,60.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.06,4.59%,7.66%,147.26,2.49%,2.97%
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$10,483,453.00 ",0.69%,"2,305",$23.45 ,0.69%,No,No,-0.64%,4.37%,22.96%,30.61%,N/A,"$1,175,505.50 ","$1,175,505.50 ","$1,175,505.50 ","$5,379,915.50 ","$7,510,349.50 ","$7,510,349.50 ",Health & Biotech Equities,9/21/2016,0.60%,N/A,$0.16 ,12/13/2019,$0.04 ,0.67%,18.86,1.05,29,60.91%,39%,20%,1099,$22.39 ,$23.88 ,$23.31 ,$23.53 ,65.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.65,36.48%,29.40%,29.9,0.00%,24.65%
